Source_dataset3,Site_dataset3,Catgeorie_dataset3,Lien_Categorie_dataset3,Categorie 1_dataset3,Lien_Categorie1_dataset3,Categorie 2_dataset3,Categorie 3_dataset3,Lien_Produit_dataset3,Nom_Produit_dataset3,Description_Produit_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Promo_Produit_dataset3,Poids/Quantite_dataset3,Reference_Produit_dataset3,Vendu par MG_dataset3,combined_dataset3
Founa,https://index.founa.com/,jus-frais,https://alimentation.founa.com/rayons/boissons/jus-frais,alimentation,https://alimentation.founa.com,boissons,jus-frais,https://alimentation.founa.com/boissons-jus-et-nectars-jus-frais/pomelo-star-ruby-pure-juice-0,Pomelo Star Ruby Pure Juice,"Composition:Pomelo Star Ruby, eau de source naturelleDescription:Avec un nom de « star » comment peut-on ne pas etre « lumineux »? Le jus du « Pomelo Star Ruby » est a la hauteur de son nom, doux, legerement rose avec une force nutritionnelle exceptionnelle conferee par la nature du fruit qui le compose exclusivement. Le Pomelo detient le record de la richesse en eau parmi les agrumes, le classant parmi les moins caloriques de sa categorie permettant de le consommer en quantite normale et en toute securite.Tres riche en vitamine C qui lui confere un puissant pouvoir d’antioxydant fortement accentue par la presence de la naringine et les limonoides. La naringine qui joue un role d’antioxydant donne son gout au Pomelo, les limonoides agissent de la meme maniere que la naringine mais commencent a interesser les scientifiques pour leur nombreux bienfaits sur la sante. Pomelo Star Ruby - 1L",8.900 TND,none,NON,Pomelo Star Ruby - 1L,SKU: 40014,NON,"nom_produit : pomelo star ruby pure juice description_produit : composition:pomelo star ruby, eau de source naturelledescription:avec un nom de « star » comment peut-on ne pas être « lumineux »? le jus du « pomelo star ruby » est à la hauteur de son nom, doux, légèrement rosé avec une force nutritionnelle exceptionnelle conférée par la nature du fruit qui le compose exclusivement. le pomelo détient le record de la richesse en eau parmi les agrumes, le classant parmi les moins caloriques de sa catégorie permettant de le consommer en quantité normale et en toute sécurité.très riche en vitamine c qui lui confère un puissant pouvoir d’antioxydant fortement accentué par la présence de la naringine et les limonoïdes. la naringine qui joue un rôle d’antioxydant donne son goût au pomelo, les limonoïdes agissent de la même manière que la naringine mais commencent à intéresser les scientifiques pour leur nombreux bienfaits sur la santé. pomelo star ruby - 1l categorie 1: alimentation categorie 2 : boissons"
Founa,https://index.founa.com/,jus-frais,https://alimentation.founa.com/rayons/boissons/jus-frais,alimentation,https://alimentation.founa.com,boissons,jus-frais,https://alimentation.founa.com/boissons-jus-et-nectars-jus-frais/le-duo-pure-juice,Le Duo Pure Juice,"Composition:Orange Thomson, Clementine, eau de source naturelleDescription:Un vrai « Duo » entre la grandeur de la Thomson, decouverte depuis 1890 et la douceur de la Clementine, inventee au debut du 20eme siecle. Sa richesse en vitamine C, en acide folique, (vitamine B9) et en flavonoides, lui confere des proprietes anti-oxydantes tres utiles dans la prevention de la fatigue. La clementine a elle seule engorge de 6 fractions de carotenoides, elements tres recherches pour leur effets anti-stress et antivieillissement. La Thomson est en plus riche en calcium et potassium, deux mineraux a favoriser pour lutter contre les effets nefastes de l’exces de sel de notre alimentation moderne.Tres riche en vitamine C qui lui confere un puissant pouvoir d’antioxydant fortement accentue par la presence de la naringine et les limonoides. La naringine qui joue un role d’antioxydant donne son gout au Pomelo, les limonoides agissent de la meme maniere que la naringine mais commencent a interesser les scientifiques pour leur nombreux bienfaits sur la sante. Orange Thomson et Clementine - 1L",8.900 TND,none,NON,Orange Thomson et Clémentine - 1L,SKU: 40012,NON,"nom_produit : le duo pure juice description_produit : composition:orange thomson, clémentine, eau de source naturelledescription:un vrai « duo » entre la grandeur de la thomson, découverte depuis 1890 et la douceur de la clémentine, inventée au début du 20ème siècle. sa richesse en vitamine c, en acide folique, (vitamine b9) et en flavonoïdes, lui confère des propriétés anti-oxydantes très utiles dans la prévention de la fatigue. la clémentine à elle seule engorge de 6 fractions de caroténoïdes, éléments très recherchés pour leur effets anti-stress et antivieillissement. la thomson est en plus riche en calcium et potassium, deux minéraux à favoriser pour lutter contre les effets néfastes de l’excès de sel de notre alimentation moderne.très riche en vitamine c qui lui confère un puissant pouvoir d’antioxydant fortement accentué par la présence de la naringine et les limonoïdes. la naringine qui joue un rôle d’antioxydant donne son goût au pomelo, les limonoïdes agissent de la même manière que la naringine mais commencent à intéresser les scientifiques pour leur nombreux bienfaits sur la santé. orange thomson et clémentine - 1l categorie 1: alimentation categorie 2 : boissons"
Founa,https://index.founa.com/,jus-frais,https://alimentation.founa.com/rayons/boissons/jus-frais,alimentation,https://alimentation.founa.com,boissons,jus-frais,https://alimentation.founa.com/boissons-jus-et-nectars-jus-frais/trilogie-sanguine-pure-juice,Trilogie Sanguine Pure Juice,"Composition:Moro, Sanguinelli, Tarocco, eau de source naturelle.Description:Trouver l’equilibre entre ces trois sanguines est un art que nous vous proposons dans ""La Trilogie Sanguine"". La reunion de trois oranges de qualite, debordantes de vitamine A et C : la Moro, la Sanguinelli et la Tarocco, ne peut engendrer qu’un produit qui rien que par sa couleur chatoyante vous invite a l’aventure meme si elle est ""sanguine"". Produit a favoriser en tout occasion mais surtout si vous voulez combattre la fatigue et la morosite. Moro, Sanguinelli et Tarocco - 1L",8.900 TND,none,NON,"Moro, Sanguinelli et Tarocco - 1L",SKU: 40006,NON,"nom_produit : trilogie sanguine pure juice description_produit : composition:moro, sanguinelli, tarocco, eau de source naturelle.description:trouver l’équilibre entre ces trois sanguines est un art que nous vous proposons dans ""la trilogie sanguine"". la réunion de trois oranges de qualité, débordantes de vitamine a et c : la moro, la sanguinelli et la tarocco, ne peut engendrer qu’un produit qui rien que par sa couleur chatoyante vous invite à l’aventure même si elle est ""sanguine"". produit à favoriser en tout occasion mais surtout si vous voulez combattre la fatigue et la morosité. moro, sanguinelli et tarocco - 1l categorie 1: alimentation categorie 2 : boissons"
Founa,https://index.founa.com/,eau-gazeifiee,https://alimentation.founa.com/rayons/boissons/eau-gazeifiee,alimentation,https://alimentation.founa.com,boissons,eau-gazeifiee,https://alimentation.founa.com/eau-gazeifiee/boisson-gazeifiee-aromatisee-peche-deli039o-delice,Boisson gazeifiee aromatisee peche Deli'O Delice, 25cl,0.880 TND,none,NON,25cl,SKU: 15879,OUI,nom_produit : boisson gazéifiée arômatisée pêche déli'o délice description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,eau-gazeifiee,https://alimentation.founa.com/rayons/boissons/eau-gazeifiee,alimentation,https://alimentation.founa.com,boissons,eau-gazeifiee,https://alimentation.founa.com/eau-gazeifiee/eau-gazeifiee-l039extrait-naturel-de-fraise-deli039o-delice,Eau gazeifiee a l'extrait naturel de fraise Deli'O Delice, 25cl,0.880 TND,none,NON,25cl,SKU: 10002485,OUI,nom_produit : eau gazéifiée à l'extrait naturel de fraise déli'o délice description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,eau-gazeifiee,https://alimentation.founa.com/rayons/boissons/eau-gazeifiee,alimentation,https://alimentation.founa.com,boissons,eau-gazeifiee,https://alimentation.founa.com/eau-gazeifiee/eau-gazeifiee-l039extrait-naturel-de-menthe-deli039o-delice,Eau gazeifiee a l'extrait naturel de menthe Deli'O Delice, 25cl,0.880 TND,none,NON,25cl,SKU: 14681,OUI,nom_produit : eau gazéifiée à l'extrait naturel de menthe déli'o délice description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,eau-gazeifiee,https://alimentation.founa.com/rayons/boissons/eau-gazeifiee,alimentation,https://alimentation.founa.com,boissons,eau-gazeifiee,https://alimentation.founa.com/eau-gazeifiee/eau-gazeifiee-l039extrait-naturel-d039ananas-deli039o-delice,Eau gazeifiee a l'extrait naturel d'ananas Deli'O Delice, 25cl,0.880 TND,none,NON,25cl,SKU: 10002187,OUI,nom_produit : eau gazéifiée à l'extrait naturel d'ananas déli'o délice description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-tropical,Boisson Gazeuse Fanta Tropical, 0.5L,1.390 TND,none,NON,0.5L,SKU: 10002239,OUI,nom_produit : boisson gazeuse fanta tropical description_produit :  0.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-zero-2,Boisson gazeuse Coca Cola Zero, 300ml,1.150 TND,none,NON,300ml,SKU: 25426,OUI,nom_produit : boisson gazeuse coca cola zero description_produit :  300.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orangina-10,Boisson gazeuse Orangina, 24cl,1.540 TND,none,NON,24cl,SKU: 10002443,NON,nom_produit : boisson gazeuse orangina description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orangina,Boisson gazeuse Orangina, 1.2L,3.040 TND,none,NON,1.2L,SKU: 10002445,OUI,nom_produit : boisson gazeuse orangina description_produit :  1.2l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orangina-1,Boisson gazeuse Orangina, 80cl,2.360 TND,none,NON,80cl,SKU: 10002446,OUI,nom_produit : boisson gazeuse orangina description_produit :  800.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orange-punch-1,Boisson gazeuse Orange Punch, 30cl,1.140 TND,none,NON,30cl,SKU: 10002254,NON,nom_produit : boisson gazeuse orange punch description_produit :  300.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-zero-7,Boisson gazeuse Coca Cola Zero, 24cl,1.230 TND,none,NON,24cl,SKU: 10002407,OUI,nom_produit : boisson gazeuse coca cola zero description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orange-punch,Boisson gazeuse Orange Punch, 1.5L,3.030 TND,none,NON,1.5L,SKU: 10001958,OUI,nom_produit : boisson gazeuse orange punch description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-lemon,Boisson gazeuse Fanta Lemon, 24cl,1.230 TND,none,NON,24cl,SKU: 10002388,OUI,nom_produit : boisson gazeuse fanta lemon description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola,Boisson gazeuse Coca Cola, 24cl,1.230 TND,none,NON,24cl,SKU: 10002381,OUI,nom_produit : boisson gazeuse coca cola description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-pulpe-orange-punch,Boisson gazeuse pulpe Orange Punch, 30cl,1.330 TND,none,NON,30cl,SKU: 10002256,NON,nom_produit : boisson gazeuse pulpe orange punch description_produit :  300.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-orange,Boisson gazeuse Fanta Orange, 24cl,1.230 TND,none,NON,24cl,SKU: 10002382,OUI,nom_produit : boisson gazeuse fanta orange description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-non-alcoolisee-base-de-malt-fraise-et-grenade-celestia,Boisson non alcoolisee a base de malt Fraise et Grenade Celestia, 25cl,1.590 TND,none,NON,25cl,SKU: 10002190,OUI,nom_produit : boisson non alcoolisée à base de malt fraise et grenade celestia description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-punch-pomme,Boisson Gazeuse Punch Pomme, 30cl,1.140 TND,none,NON,30cl,SKU: 10002255,NON,nom_produit : boisson gazeuse punch pomme description_produit :  300.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-pomme-punch,Boisson gazeuse Pomme Punch, 1.5L,3.030 TND,none,NON,1.5L,SKU: 10001961,OUI,nom_produit : boisson gazeuse pomme punch description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-sans-sucre-boga-lim,Boisson gazeuse sans sucre Boga Lim, 1L,2.280 TND,none,NON,1L,SKU: 10002237,OUI,nom_produit : boisson gazeuse sans sucre boga lim description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-orangina-rouge-1,Boisson gazeuse Orangina Rouge, 0.8L,2.360 TND,none,NON,0.8L,SKU: 10002457,NON,nom_produit : boisson gazeuse orangina rouge description_produit :  0.8l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-tropico-cocktail-de-fruits,Boisson gazeuse Tropico Cocktail de fruits, 1.5L,2.990 TND,none,NON,1.5L,SKU: 10002355,OUI,nom_produit : boisson gazeuse tropico cocktail de fruits description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-non-alcoolisee-base-de-malt-citron-celestia,Boisson non alcoolisee a base de malt Citron Celestia, 25cl,1.590 TND,none,NON,25cl,SKU: 10002188,OUI,nom_produit : boisson non alcoolisée à base de malt citron celestia description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-tropico-cocktail-de-fruits-0,Boisson gazeuse Tropico Cocktail de fruits, 1L,2.340 TND,none,NON,1L,SKU: 10002354,OUI,nom_produit : boisson gazeuse tropico cocktail de fruits description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-schweppes-agrumes,Boisson gazeuse Schweppes Agrumes, 24cl,1.230 TND,none,NON,24cl,SKU: 10002258,OUI,nom_produit : boisson gazeuse schweppes agrumes description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-non-alcoolisee-base-de-malt-celestia-1,Boisson non alcoolisee a base de malt Celestia, 24cl,1.420 TND,none,NON,24cl,SKU: 10002484,OUI,nom_produit : boisson non alcoolisée à base de malt celestia description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-sprite,Boisson gazeuse Sprite, 24cl,1.230 TND,none,NON,24cl,SKU: 10002380,OUI,nom_produit : boisson gazeuse sprite description_produit :  240.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-punch-cidre,Boisson Gazeuse Punch Cidre, 30cl,1.140 TND,none,NON,30cl,SKU: 10002257,NON,nom_produit : boisson gazeuse punch cidre description_produit :  300.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-boga-cidre,Boisson gazeuse Boga Cidre, 1L,2.360 TND,none,NON,1L,SKU: 140,OUI,nom_produit : boisson gazeuse boga cidre description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-0,Boisson gazeuse Coca Cola, 1L,2.360 TND,none,NON,1L,SKU: 123,OUI,nom_produit : boisson gazeuse coca cola description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-schweppes-citron,Boisson gazeuse Schweppes Citron, 1L,2.570 TND,none,NON,1L,SKU: 153,OUI,nom_produit : boisson gazeuse schweppes citron description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/glacons-eau-plate-jus-et-nectars-boissons-gazeuses/glacon-alimentaire-purifie,Glacon Alimentaire Purifie,"Les glacons sont fabriques a base d’eau potable filtree par osmose inverse.Ils ont un aspect cristallin, durent plus longtemps et n'ont aucun arriere gout.Leur forme cylindrique avec un petit trou au centre assurent une plus grande transparence.A conserver entre -10°C et -18°C 2kg",2.500 TND,none,NON,2kg,SKU: 49886,NON,"nom_produit : glaçon alimentaire purifié description_produit : les glaçons sont fabriqués à base d’eau potable filtrée par osmose inverse.ils ont un aspect cristallin, durent plus longtemps et n'ont aucun arrière goût.leur forme cylindrique avec un petit trou au centre assurent une plus grande transparence.a conserver entre -10°c et -18°c 2000.0g categorie 1: alimentation categorie 2 : boissons"
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-schweppes-tonic-0,Boisson Gazeuse Schweppes Tonic, 1L,2.570 TND,none,NON,1L,SKU: 911,OUI,nom_produit : boisson gazeuse schweppes tonic description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-schweppes-agrume,Boisson gazeuse Schweppes Agrume, 1L,2.300 TND,none,NON,1L,SKU: 1686,OUI,nom_produit : boisson gazeuse schweppes agrume description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-boga-lim-0,Boisson gazeuse Boga Lim, 1L,2.360 TND,none,NON,1L,SKU: 144,OUI,nom_produit : boisson gazeuse boga lim description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-citron-0,Boisson gazeuse Fanta citron, 1L,2.360 TND,none,NON,1L,SKU: 109,OUI,nom_produit : boisson gazeuse fanta citron description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-schweppes-ananas,Boisson gazeuse Schweppes Ananas, 1l,2.570 TND,none,NON,1l,SKU: 156,OUI,nom_produit : boisson gazeuse schweppes ananas description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-zero-5,Boisson gazeuse Coca Cola Zero, 1L,2.280 TND,none,NON,1L,SKU: 118,OUI,nom_produit : boisson gazeuse coca cola zero description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-orange-4,Boisson gazeuse Fanta orange, 1L,2.360 TND,none,NON,1L,SKU: 112,OUI,nom_produit : boisson gazeuse fanta orange description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-non-alcoolisee-base-de-malt-mojito-celestia,Boisson non alcoolisee a base de malt Mojito Celestia, 25cl,1.590 TND,none,NON,25cl,SKU: 10002189,OUI,nom_produit : boisson non alcoolisée à base de malt mojito celestia description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-zero-0,Boisson gazeuse Coca Cola Zero, 0.5L,1.350 TND,none,NON,0.5L,SKU: 117,OUI,nom_produit : boisson gazeuse coca cola zero description_produit :  0.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fruite-pomme-punch,Boisson gazeuse Fruite Pomme Punch, 1L,2.430 TND,none,NON,1L,SKU: 12415,OUI,nom_produit : boisson gazeuse fruité pomme punch description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-orange-1,Boisson gazeuse Fanta orange, 0.5L,1.390 TND,none,NON,0.5L,SKU: 111,OUI,nom_produit : boisson gazeuse fanta orange description_produit :  0.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-citron-3,Boisson gazeuse Fanta citron, 1.5L,3.040 TND,none,NON,1.5L,SKU: 110,OUI,nom_produit : boisson gazeuse fanta citron description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-boga-menthe,Boisson gazeuse Boga Menthe, 1L,2.360 TND,none,NON,1L,SKU: 130,OUI,nom_produit : boisson gazeuse boga menthe description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-fanta-orange-0,Boisson gazeuse Fanta orange, 1.5 l,3.040 TND,none,NON,1.5 l,SKU: 113,OUI,nom_produit : boisson gazeuse fanta orange description_produit :  1.5 l categorie 1: alimentation categorie 2 : boissons
