Source_dataset3,Site_dataset3,Catgeorie_dataset3,Lien_Categorie_dataset3,Categorie 1_dataset3,Lien_Categorie1_dataset3,Categorie 2_dataset3,Categorie 3_dataset3,Lien_Produit_dataset3,Nom_Produit_dataset3,Description_Produit_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Promo_Produit_dataset3,Poids/Quantite_dataset3,Reference_Produit_dataset3,Vendu par MG_dataset3,combined_dataset3
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-apla,Boisson gazeuse Apla, 1.5L,3.040 TND,none,NON,1.5L,SKU: 106,OUI,nom_produit : boisson gazeuse apla description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-coca-cola-zero,Boisson gazeuse Coca Cola Zero, 1.5L,2.950 TND,none,NON,1.5L,SKU: 119,OUI,nom_produit : boisson gazeuse coca cola zero description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-punch-cidre-meddeb,Boisson Gazeuse Punch Cidre Meddeb, 1L,2.430 TND,none,NON,1L,SKU: 1037,OUI,nom_produit : boisson gazeuse punch cidre meddeb description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-gazeuses,https://alimentation.founa.com/rayons/boissons/boissons-gazeuses,alimentation,https://alimentation.founa.com,boissons,boissons-gazeuses,https://alimentation.founa.com/boissons-gazeuses/boisson-gazeuse-punch-cidre-meddeb-0,Boisson Gazeuse Punch Cidre Meddeb, 1.5L,3.030 TND,none,NON,1.5L,SKU: 1038,OUI,nom_produit : boisson gazeuse punch cidre meddeb description_produit :  1.5l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,sirop-et-concentre,https://alimentation.founa.com/rayons/boissons/sirop-et-concentre,alimentation,https://alimentation.founa.com,boissons,sirop-et-concentre,https://alimentation.founa.com/sirop-et-concentre/sirop-pur-sucre-de-canne-monin,Sirop Pur sucre de canne Monin, 1L,23.500 TND,none,NON,1L,SKU: 10002292,OUI,nom_produit : sirop pur sucre de canne monin description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,sirop-et-concentre,https://alimentation.founa.com/rayons/boissons/sirop-et-concentre,alimentation,https://alimentation.founa.com,boissons,sirop-et-concentre,https://alimentation.founa.com/sirop-et-concentre/sirop-noix-de-coco-monin,Sirop Noix de Coco Monin, 0.7L,29.900 TND,none,NON,0.7L,SKU: 10002293,OUI,nom_produit : sirop noix de coco monin description_produit :  0.7l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,sirop-et-concentre,https://alimentation.founa.com/rayons/boissons/sirop-et-concentre,alimentation,https://alimentation.founa.com,boissons,sirop-et-concentre,https://alimentation.founa.com/sirop-et-concentre/sirop-mojito-mint-monin,Sirop Mojito Mint Monin, 1L,39.900 TND,none,NON,1L,SKU: 10002282,OUI,nom_produit : sirop mojito mint monin description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,sirop-et-concentre,https://alimentation.founa.com/rayons/boissons/sirop-et-concentre,alimentation,https://alimentation.founa.com,boissons,sirop-et-concentre,https://alimentation.founa.com/sirop-et-concentre/sirop-de-vanille-monin,Sirop de Vanille Monin, 1L,39.900 TND,none,NON,1L,SKU: 10002281,OUI,nom_produit : sirop de vanille monin description_produit :  1l categorie 1: alimentation categorie 2 : boissons
Founa,https://index.founa.com/,boissons-energetiques,https://alimentation.founa.com/rayons/boissons/boissons-energetiques,alimentation,https://alimentation.founa.com,boissons,boissons-energetiques,https://alimentation.founa.com/boissons-energetiques/boisson-energetique-redbull,Boisson energetique Redbull,"Red Bull Energy Drink est apprecie dans le monde entier par les athletes d’elite, les etudiants, par les professionnels tres sollicites et par ceux qui font de longs voyages.Ingredients:- Cafeine : La cafeine etait largement utilisee par les anciennes civilisations. Celle qu’elles consommaient traditionnellement provenait de sources naturelles comme le the, le cafe, les feves de cacao et les noix de cola, et elles en appreciaient les effets stimulants sur le corps humain.- Sucres: La boisson energisante Red Bull contient de vrais sucres.- Taurine: La taurine est un acide amine naturellement present dans le corps humain et dans l’alimentation quotidienne.- Eau des alpes: L’eau est l’un des principaux ingredients du Red Bull.- Vitamine du groupe B 250ml",5.990 TND,none,NON,250ml,SKU: 158,OUI,"nom_produit : boisson énergétique redbull description_produit : red bull energy drink est apprécié dans le monde entier par les athlètes d’élite, les étudiants, par les professionnels très sollicités et par ceux qui font de longs voyages.ingrédients:- caféine : la caféine était largement utilisée par les anciennes civilisations. celle qu’elles consommaient traditionnellement provenait de sources naturelles comme le thé, le café, les fèves de cacao et les noix de cola, et elles en appréciaient les effets stimulants sur le corps humain.- sucres: la boisson énergisante red bull contient de vrais sucres.- taurine: la taurine est un acide aminé naturellement présent dans le corps humain et dans l’alimentation quotidienne.- eau des alpes: l’eau est l’un des principaux ingrédients du red bull.- vitamine du groupe b 250.0ml categorie 1: alimentation categorie 2 : boissons"
Founa,https://index.founa.com/,boissons-energetiques,https://alimentation.founa.com/rayons/boissons/boissons-energetiques,alimentation,https://alimentation.founa.com,boissons,boissons-energetiques,https://alimentation.founa.com/boissons-energetiques/boisson-energetique-power-horse-red-rush-pomegranate,Boisson energetique Power Horse Red Rush Pomegranate, 250ml,4.890 TND,none,NON,250ml,SKU: 10002042,OUI,nom_produit : boisson énergétique power horse red rush pomegranate description_produit :  250.0ml categorie 1: alimentation categorie 2 : boissons
