Source_dataset2,Site_dataset2,Categorie_dataset2,Lien_Categorie1_dataset2,Categorie 1_dataset2,Lien_Categorie2_dataset2,Categorie 2_dataset2,Lien_Categorie3_dataset2,Categorie 3_dataset2,Nom_Produit_dataset2,Lien_Produit_dataset2,Description_Produit_dataset2,Prix_Produit_dataset2,Marque_Produit_dataset2,combined_dataset2
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de peche 100% naturel,https://www.carrefour.tn/default/jus-de-peche-100-naturel-6191470100117.html,La bouteille de 75cl,9 dt 190,NATURA,nom_produit : jus de pêche 100% naturel description_produit : la bouteille de 750.0ml marque_produit : natura categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de pommes 100% naturel,https://www.carrefour.tn/default/jus-de-pommes-100-naturel-6191470100124.html,La bouteille de 75cl,8 dt 590,NATURA,nom_produit : jus de pommes 100% naturel description_produit : la bouteille de 750.0ml marque_produit : natura categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de prunes 100% naturel,https://www.carrefour.tn/default/null-null-6191470100070.html,La bouteille de 75cl,8 dt 590,NATURA,nom_produit : jus de prunes 100% naturel description_produit : la bouteille de 750.0ml marque_produit : natura categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de grenade 100% naturel,https://www.carrefour.tn/default/jus-de-grenade-100-naturel-6191470100025.html,La bouteille de 75cl,9 dt 190,NATURA,nom_produit : jus de grenade 100% naturel description_produit : la bouteille de 750.0ml marque_produit : natura categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de raisin 100% naturel,https://www.carrefour.tn/default/null-null-6191470100049.html,La bouteille de 75cl,8 dt 590,NATURA,nom_produit : jus de raisin 100% naturel description_produit : la bouteille de 750.0ml marque_produit : natura categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange et peche,https://www.carrefour.tn/default/null-null-6130002003946.html,La bouteille de 2L,4 dt 750,ROUIBA,nom_produit : boisson au jus d'orange et pêche description_produit : la bouteille de 2l marque_produit : rouiba categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de peche,https://www.carrefour.tn/default/boisson-au-jus-de-peche-9008700164788.html,La canette de 355ml,4 dt 250,RAUCH,nom_produit : boisson au jus de pêche description_produit : la canette de 355.0ml marque_produit : rauch categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson aux jus d'orange et ananas,https://www.carrefour.tn/default/null-null-6130002003861.html,La brique de 1L,4 dt 750,ROUIBA,nom_produit : boisson aux jus d'orange et ananas description_produit : la brique de 1l marque_produit : rouiba categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au cocktail de fruits,https://www.carrefour.tn/default/null-null-6130002003878.html,La brique de 1L,4 dt 750,ROUIBA,nom_produit : boisson au cocktail de fruits description_produit : la brique de 1l marque_produit : rouiba categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange light,https://www.carrefour.tn/default/null-null-6130002001058.html,La brique de 1L,4 dt 780,ROUIBA,nom_produit : boisson au jus d'orange light description_produit : la brique de 1l marque_produit : rouiba categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus 100% ananas,https://www.carrefour.tn/default/null-null-90087769.html,La brique de 1L,11 dt 660,HAPPY DAY,nom_produit : jus 100% ananas description_produit : la brique de 1l marque_produit : happy day categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus 100% tomate,https://www.carrefour.tn/default/null-null-90087547.html,La brique de 1L,9 dt 950,HAPPY DAY,nom_produit : jus 100% tomate description_produit : la brique de 1l marque_produit : happy day categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus multi-vitamine,https://www.carrefour.tn/default/null-null-9008700146982.html,La brique de 1L,11 dt 660,HAPPY DAY,nom_produit : jus multi-vitaminé description_produit : la brique de 1l marque_produit : happy day categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee citron,https://www.carrefour.tn/default/boisson-instantanee-citron-6191514015407.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée citron description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee orange,https://www.carrefour.tn/default/boisson-instantanee-orange-6191514015001.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée orange description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee mangue,https://www.carrefour.tn/default/boisson-instantanee-mangue-6191514015100.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée mangue description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee cocktail de fruits,https://www.carrefour.tn/default/boisson-instantanee-cocktail-de-fruits-6191514018552.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée cocktail de fruits description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee peche,https://www.carrefour.tn/default/boisson-instantanee-peche-6191514015506.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée pêche description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee ananas,https://www.carrefour.tn/default/boisson-instantanee-ananas-6191514015605.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée ananas description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee fraise,https://www.carrefour.tn/default/boisson-instantanee-fraise-6191514015209.html,Le sachet de 30g,0 dt 840,FRUIT'O,nom_produit : boisson instantanée fraise description_produit : le sachet de 30.0g marque_produit : fruit'o categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee ananas,https://www.carrefour.tn/default/boisson-instantanee-ananas-6191402901782.html,Le sachet de 30g,0 dt 950,SANGO,nom_produit : boisson instantanée ananas description_produit : le sachet de 30.0g marque_produit : sango categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee orange,https://www.carrefour.tn/default/boisson-instantanee-orange-6191402901805.html,Le sachet de 30g,0 dt 950,SANGO,nom_produit : boisson instantanée orange description_produit : le sachet de 30.0g marque_produit : sango categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar d'orange,https://www.carrefour.tn/default/boisson-au-jus-nectar-dorange-6194007891779.html,La brique de 20cl,0 dt 990,DIVA,nom_produit : boisson au jus nectar d'orange description_produit : la brique de 200.0ml marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue Yolo fizz,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-yolo-fizz-6191534802773.html,La bouteille de 25cl,0 dt 990,DELICE,nom_produit : boisson au jus de mangue yolo fizz description_produit : la bouteille de 250.0ml marque_produit : délice categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus cocktail de fruits,https://www.carrefour.tn/default/boisson-au-jus-cocktail-de-fruits-6194007880018.html,La brique de 1L,3 dt 460,TROPICO,nom_produit : boisson au jus cocktail de fruits description_produit : la brique de 1l marque_produit : tropico categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de fruits Milky,https://www.carrefour.tn/default/boisson-au-jus-de-fruits-milky-6194007893803.html,La brique de 20cl,0 dt 860,TROPICO,nom_produit : boisson au jus de fruits milky description_produit : la brique de 200.0ml marque_produit : tropico categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus multi-vitaminee,https://www.carrefour.tn/default/boisson-au-jus-multi-vitaminee-6194007891793.html,La brique de 20cl,0 dt 950,TROPICO,nom_produit : boisson au jus multi-vitaminée description_produit : la brique de 200.0ml marque_produit : tropico categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-6191503203709.html,La brique de 1L,2 dt 590,TROPICANA,nom_produit : boisson au jus d'orange description_produit : la brique de 1l marque_produit : tropicana categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus tropical Bnino,https://www.carrefour.tn/default/boisson-au-jus-tropical-bnino-6194001801200.html,La bouteille de 1L,3 dt 150,STIL,nom_produit : boisson au jus tropical bnino description_produit : la bouteille de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-6194001801064.html,La bouteille de 1L,3 dt 200,STIL,nom_produit : boisson au jus de mangue description_produit : la bouteille de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus cocktail de fruits,https://www.carrefour.tn/default/boisson-au-jus-cocktail-de-fruits-6194001801057.html,La bouteille de 1L,3 dt 200,STIL,nom_produit : boisson au jus cocktail de fruits description_produit : la bouteille de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus orange,https://www.carrefour.tn/default/boisson-au-jus-orange-6194001801040.html,La bouteille de 1L,3 dt 200,STIL,nom_produit : boisson au jus orange description_produit : la bouteille de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus Energy Cocktail,https://www.carrefour.tn/default/boisson-au-jus-energy-cocktail-6194001801033.html,La bouteille de 25cl,1 dt 220,STIL,nom_produit : boisson au jus energy cocktail description_produit : la bouteille de 250.0ml marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-6194001801026.html,La bouteille de 25cl,1 dt 220,STIL,nom_produit : boisson au jus d'orange description_produit : la bouteille de 250.0ml marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus tropical Bnino,https://www.carrefour.tn/default/boisson-au-jus-tropical-bnino-6194001801163.html,La bouteille de 25cl,1 dt 220,STIL,nom_produit : boisson au jus tropical bnino description_produit : la bouteille de 250.0ml marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus cocktail,https://www.carrefour.tn/default/boisson-au-jus-cocktail-6194001801378.html,La brique de 20cl,0 dt 890,STIL,nom_produit : boisson au jus cocktail description_produit : la brique de 200.0ml marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus orange,https://www.carrefour.tn/default/boisson-au-jus-orange-6194001801361.html,La brique de 20cl,0 dt 890,STIL,nom_produit : boisson au jus orange description_produit : la brique de 200.0ml marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus Bravo,https://www.carrefour.tn/default/boisson-au-jus-bravo-9008700125147.html,La brique de 1L,10 dt 200,RAUCH,nom_produit : boisson au jus bravo description_produit : la brique de 1l marque_produit : rauch categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-6194007892424.html,La brique de 1L,2 dt 590,RAOUA,nom_produit : boisson au jus d'ananas description_produit : la brique de 1l marque_produit : raoua categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus pinacolada,https://www.carrefour.tn/default/boisson-au-jus-pinacolada-6191572143845.html,La brique de 1L,3 dt 610,OH!,nom_produit : boisson au jus pinacolada description_produit : la brique de 1l marque_produit : oh! categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus pinacolada,https://www.carrefour.tn/default/boisson-au-jus-pinacolada-6191572143555.html,La brique de 25cl,1 dt 210,OH!,nom_produit : boisson au jus pinacolada description_produit : la brique de 250.0ml marque_produit : oh! categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange banane,https://www.carrefour.tn/default/boisson-au-jus-dorange-banane-6194007892691.html,La brique de 1L,3 dt 610,OH!,nom_produit : boisson au jus d'orange banane description_produit : la brique de 1l marque_produit : oh! categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de fraise framboise Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-de-fraise-framboise-fruzzy-19cl-6191534802650.html,La brique de 19cl,0 dt 930,DELICE DE FRUITS,nom_produit : boisson au jus de fraise framboise fruzzy description_produit : la brique de 190.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus tropical Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-tropical-fruzzy-19cl-6191534802636.html,La brique de 19cl,0 dt 930,DELICE DE FRUITS,nom_produit : boisson au jus tropical fruzzy description_produit : la brique de 190.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar de raisin,https://www.carrefour.tn/default/boisson-au-jus-nectar-de-raisin-6194007890208.html,La brique de 1L,4 dt 070,DIVA,nom_produit : boisson au jus nectar de raisin description_produit : la brique de 1l marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar d'ananas,https://www.carrefour.tn/default/boisson-au-jus-nectar-dananas-6194007850073.html,La brique de 1L,4 dt 070,DIVA,nom_produit : boisson au jus nectar d'ananas description_produit : la brique de 1l marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar d'orange,https://www.carrefour.tn/default/boisson-au-jus-nectar-dorange-6194007850066.html,La brique de 1L,4 dt 070,DIVA,nom_produit : boisson au jus nectar d'orange description_produit : la brique de 1l marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de grenade,https://www.carrefour.tn/default/boisson-au-jus-de-grenade-6191572143777.html,La brique de 1L,4 dt 070,DIVA,nom_produit : boisson au jus de grenade description_produit : la brique de 1l marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-6194007891786.html,La brique de 20cl,0 dt 990,DIVA,nom_produit : boisson au jus d'ananas description_produit : la brique de 200.0ml marque_produit : diva categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus tropical Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-tropical-fruzzy-6191534802674.html,La brique de 125ml,0 dt 600,DELICE DE FRUITS,nom_produit : boisson au jus tropical fruzzy description_produit : la brique de 125.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus mojito,https://www.carrefour.tn/default/boisson-au-jus-mojito-1l-6191534802162.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus mojito description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar multivitaminee,https://www.carrefour.tn/default/boisson-au-jus-nectar-multivitaminee-1l-6191534802117.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus nectar multivitaminée description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-1l-6191534802100.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus de mangue description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus nectar tropical,https://www.carrefour.tn/default/boisson-au-jus-nectar-tropical-1l-6191534802179.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus nectar tropical description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus fruits blancs,https://www.carrefour.tn/default/boisson-au-jus-fruits-blancs-1l-6191534802186.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus fruits blancs description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de pomme verte,https://www.carrefour.tn/default/boisson-au-jus-de-pomme-verte-1l-6191534802148.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus de pomme verte description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de peche,https://www.carrefour.tn/default/boisson-au-jus-de-peche-1l-6191534802124.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus de pêche description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de poire,https://www.carrefour.tn/default/boisson-au-jus-de-poire-1l-6191534802131.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus de poire description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-1l-6191534802094.html,La brique de 1L,3 dt 250,DELICE DE FRUITS,nom_produit : boisson au jus d'orange description_produit : la brique de 1l marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus barbe a papa Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-barbe-a-papa-fruzzy-6191534802520.html,La brique de 125ml,0 dt 600,DELICE DE FRUITS,nom_produit : boisson au jus barbe à papa fruzzy description_produit : la brique de 125.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de fruits Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-de-fruits-fruzzy-6191534802544.html,La brique de 125ml,0 dt 600,DELICE DE FRUITS,nom_produit : boisson au jus de fruits fruzzy description_produit : la brique de 125.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de fruits Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-de-fruits-fruzzy-19cl-6191534802537.html,La brique de 19cl,0 dt 930,DELICE DE FRUITS,nom_produit : boisson au jus de fruits fruzzy description_produit : la brique de 190.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus saveur barbe a papa Fruzzy,https://www.carrefour.tn/default/boisson-au-jus-saveur-barbe-a-papa-fruzzy-19cl-6191534802513.html,La brique de 19cl,0 dt 930,DELICE DE FRUITS,nom_produit : boisson au jus saveur barbe à papa fruzzy description_produit : la brique de 190.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus multi-vitamine nectar 5 fruits 6 vitamines,https://www.carrefour.tn/default/jus-multi-vitamine-nectar-5-fruits-6-vitamines-null-6191534801851.html,La brique de 20cl,0 dt 880,DELICE DE FRUITS,nom_produit : jus multi-vitaminé nectar 5 fruits 6 vitamines description_produit : la brique de 200.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-null-6191534801813.html,La brique de 20cl,0 dt 880,DELICE DE FRUITS,nom_produit : boisson au jus d'orange description_produit : la brique de 200.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-null-6191534801844.html,La brique de 20cl,0 dt 880,DELICE DE FRUITS,nom_produit : boisson au jus de mangue description_produit : la brique de 200.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de poire,https://www.carrefour.tn/default/boisson-au-jus-de-poire-null-6191534801820.html,La brique de 20cl,0 dt 880,DELICE DE FRUITS,nom_produit : boisson au jus de poire description_produit : la brique de 200.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange Bravo,https://www.carrefour.tn/default/boisson-au-jus-dorange-bravo-9008700125130.html,La brique de 1L,10 dt 200,RAUCH,nom_produit : boisson au jus d'orange bravo description_produit : la brique de 1l marque_produit : rauch categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee peche,https://www.carrefour.tn/default/boisson-instantanee-peche-6191402902093.html,Le sachet de 30g,0 dt 950,SANGO,nom_produit : boisson instantanée pêche description_produit : le sachet de 30.0g marque_produit : sango categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanee Tropical,https://www.carrefour.tn/default/boisson-instantanee-tropical-6191402901799.html,Le sachet de 30g,0 dt 950,SANGO,nom_produit : boisson instantanée tropical description_produit : le sachet de 30.0g marque_produit : sango categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus orange grenade,https://www.carrefour.tn/default/boisson-au-jus-orange-grenade-6194001801279.html,La bouteille de 1L,2 dt 520,STIL,nom_produit : boisson au jus orange grenade description_produit : la bouteille de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus cocktail de fruits,https://www.carrefour.tn/default/boisson-au-jus-cocktail-de-fruits-6194001801408.html,La brique de 1L,3 dt 250,STIL,nom_produit : boisson au jus cocktail de fruits description_produit : la brique de 1l marque_produit : stil categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de poire,https://www.carrefour.tn/default/boisson-au-jus-de-poire-6194007893469.html,La canette de 33cl,1 dt 380,RAOUA,nom_produit : boisson au jus de poire description_produit : la canette de 330.0ml marque_produit : raoua categorie 1: jus categorie 2 : 
Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-6194007892585.html,La brique de 20cl,0 dt 860,RAOUA,nom_produit : boisson au jus de mangue description_produit : la brique de 200.0ml marque_produit : raoua categorie 1: jus categorie 2 : 
